Validator,Stake,Reward,Sortition
3494, 125, 25, 26
3495, 125, 19, 18
3496, 125, 14, 12
3497, 125, 17, 18
3498, 125, 16, 16
3499, 125, 18, 19
3500, 125, 11, 12
3501, 125, 14, 16
3502, 125, 26, 22
3503, 125, 22, 21
3504, 125, 18, 19
3505, 125, 13, 12
3506, 125, 20, 17
3507, 125, 18, 19
3508, 125, 12, 14
3509, 125, 13, 13
3510, 125, 18, 17
3511, 125, 18, 18
3512, 125, 20, 19
3513, 125, 16, 16
3514, 125, 11, 11
3515, 125, 18, 18
3516, 125, 16, 16
3517, 125, 26, 27
3518, 125, 21, 19
3519, 125, 12, 12
3520, 125, 21, 20
3521, 125, 20, 20
3522, 125, 13, 12
3523, 125, 25, 25
3524, 125, 8, 10
3525, 125, 20, 19
3526, 125, 13, 11
3527, 125, 18, 19
3528, 125, 16, 16
3529, 125, 15, 14
3530, 125, 15, 16
3531, 125, 23, 21
3532, 125, 22, 20
3533, 125, 15, 14
3534, 125, 12, 14
3535, 125, 23, 23
3536, 125, 13, 13
3537, 125, 18, 19
3538, 125, 18, 18
3539, 125, 21, 20
3540, 125, 11, 12
3541, 125, 18, 20
3542, 125, 12, 11
3543, 125, 18, 17
3544, 125, 23, 22
3545, 125, 24, 22
3546, 125, 14, 12
3547, 125, 15, 16
3548, 125, 8, 8
3549, 125, 17, 20
3550, 125, 17, 17
3551, 125, 15, 15
3552, 125, 12, 13
3553, 125, 10, 10
3554, 125, 17, 18
3555, 125, 14, 14
3556, 125, 15, 16
3557, 125, 16, 16
3558, 125, 22, 21
3559, 125, 19, 20
3560, 125, 21, 21
3561, 125, 17, 16
3562, 125, 16, 16
3563, 125, 16, 17
3564, 125, 15, 15
3565, 125, 17, 20
3566, 125, 12, 12
3567, 125, 13, 13
3568, 125, 13, 13
3569, 125, 13, 14
3570, 125, 12, 11
3571, 125, 17, 18
3572, 125, 20, 19
3573, 125, 14, 13
3574, 125, 13, 15
3575, 125, 12, 14
3576, 125, 20, 21
3577, 125, 9, 9
3578, 125, 23, 23
3579, 125, 17, 17
3580, 125, 21, 22
3581, 125, 17, 15
3582, 125, 19, 18
3583, 125, 21, 19
3584, 125, 25, 24
3585, 125, 21, 21
3586, 125, 18, 20
3587, 125, 15, 15
3588, 125, 23, 21
3589, 125, 14, 12
3590, 125, 27, 26
3591, 125, 13, 13
3592, 125, 22, 19
3593, 125, 16, 16
3594, 125, 20, 20
3595, 125, 12, 14
3596, 125, 18, 18
3597, 125, 25, 23
3598, 125, 19, 20
3599, 125, 12, 12
3600, 125, 23, 21
3601, 125, 20, 19
3602, 125, 22, 23
3603, 125, 25, 21
3604, 125, 13, 12
3605, 125, 15, 16
3606, 125, 16, 14
3607, 125, 29, 26
3608, 125, 21, 21
3609, 125, 20, 21
3610, 125, 18, 18
3611, 125, 20, 20
3612, 125, 18, 18
3613, 125, 26, 25
3614, 125, 20, 18
3615, 125, 13, 13
3616, 125, 13, 13
3617, 125, 16, 16
3618, 125, 18, 17
3619, 125, 12, 12
3620, 125, 20, 22
3621, 125, 23, 23
3622, 125, 20, 20
3623, 125, 21, 22
3624, 125, 10, 11
3625, 125, 18, 17
3626, 125, 13, 13
3627, 125, 12, 12
3628, 125, 11, 12
3629, 125, 12, 12
3630, 125, 13, 12
3631, 125, 27, 27
3632, 125, 20, 20
3633, 125, 19, 17
3634, 125, 10, 10
3635, 125, 20, 20
3636, 125, 19, 20
3637, 125, 22, 21
3638, 125, 19, 19
3639, 125, 15, 17
3640, 125, 12, 12
3641, 125, 21, 21
3642, 125, 20, 21
3643, 125, 18, 18
3644, 125, 16, 16
3645, 125, 18, 18
3646, 125, 26, 23
3647, 125, 17, 17
3648, 125, 20, 19
3649, 125, 25, 24
3650, 125, 17, 16
3651, 125, 27, 25
3652, 125, 19, 18
3653, 125, 21, 21
3654, 125, 10, 11
3655, 125, 16, 17
3656, 125, 17, 17
3657, 125, 24, 23
3658, 125, 21, 18
3659, 125, 20, 21
3660, 125, 26, 26
3661, 125, 20, 20
3662, 125, 22, 21
3663, 125, 18, 18
3664, 125, 15, 15
3665, 125, 24, 21
3666, 125, 16, 15
3667, 125, 21, 23
3668, 125, 16, 16
3669, 125, 16, 15
3670, 125, 16, 15
3671, 125, 16, 15
3672, 125, 25, 25
3673, 125, 21, 20
3674, 125, 15, 14
3675, 125, 15, 15
3676, 125, 21, 20
3677, 125, 18, 17
3678, 125, 21, 18
3679, 125, 14, 12
3680, 125, 24, 24
3681, 125, 19, 18
3682, 125, 14, 13
3683, 125, 15, 15
3684, 125, 20, 20
3685, 125, 13, 12
3686, 125, 17, 19
3687, 125, 17, 18
3688, 125, 13, 13
3689, 125, 20, 20
3690, 125, 15, 16
3691, 125, 14, 14
3692, 125, 18, 16
3693, 125, 17, 17
3694, 125, 12, 12
3695, 125, 13, 14
3696, 125, 8, 9
3697, 125, 22, 24
3698, 125, 18, 18
3699, 125, 24, 21
3700, 125, 16, 19
3701, 125, 16, 16
3702, 125, 20, 18
3703, 125, 15, 16
3704, 125, 17, 18
3705, 125, 15, 16
3706, 125, 20, 20
3707, 125, 26, 26
3708, 125, 21, 22
3709, 125, 10, 11
3710, 125, 24, 25
3711, 125, 10, 8
3712, 125, 13, 13
3713, 125, 31, 29
3714, 125, 10, 11
3715, 125, 14, 14
3716, 125, 20, 20
3717, 125, 19, 19
3718, 125, 14, 14
3719, 125, 17, 17
3720, 125, 15, 15
3721, 125, 13, 13
3722, 125, 10, 10
3723, 125, 16, 17
3724, 125, 10, 10
3725, 125, 16, 16
3726, 125, 12, 13
3727, 125, 11, 11
3728, 125, 21, 22
3729, 125, 15, 14
3730, 125, 18, 16
3731, 125, 18, 17
3732, 125, 19, 18
3733, 125, 18, 18
3734, 125, 24, 22
3735, 125, 18, 17
3736, 125, 17, 18
3737, 125, 22, 21
3738, 125, 19, 20
3739, 125, 10, 12
3740, 125, 17, 17
3741, 125, 19, 19
3742, 125, 22, 22
3743, 125, 16, 18
3744, 125, 19, 19
3745, 125, 18, 18
3746, 125, 13, 12
3747, 125, 13, 14
3748, 125, 13, 14
3749, 125, 16, 17
3750, 125, 25, 24
3751, 125, 16, 15
3752, 125, 19, 19
3753, 125, 17, 16
3754, 125, 14, 13
3755, 125, 24, 23
3756, 125, 12, 15
3757, 125, 21, 20
3758, 125, 21, 18
3759, 125, 25, 23
3760, 125, 15, 15
3761, 125, 21, 21
3762, 125, 19, 19
3763, 125, 14, 14
3764, 125, 18, 16
3765, 125, 20, 20
3766, 125, 13, 12
3767, 125, 17, 17
3768, 125, 13, 13
3769, 125, 20, 22
3770, 125, 12, 12
3771, 125, 19, 21
3772, 125, 18, 16
3773, 125, 13, 13
3774, 125, 22, 22
3775, 125, 27, 27
3776, 125, 11, 12
3777, 125, 21, 21
3778, 125, 15, 14
3779, 125, 15, 13
3780, 125, 19, 19
3781, 125, 12, 13
3782, 125, 20, 20
3783, 125, 25, 23
3784, 125, 11, 12
3785, 125, 23, 22
3786, 125, 16, 15
3787, 125, 16, 16
3788, 125, 12, 12
3789, 125, 18, 17
3790, 125, 13, 14
3791, 125, 12, 12
3792, 125, 33, 33
3793, 125, 21, 20
3794, 125, 24, 23
3795, 125, 18, 18
3796, 125, 20, 20
3797, 125, 20, 20
3798, 125, 23, 20
3799, 125, 20, 20
3800, 125, 25, 23
3801, 125, 18, 18
3802, 125, 13, 13
3803, 125, 19, 18
3804, 125, 18, 18
3805, 125, 16, 16
3806, 125, 13, 13
3807, 125, 11, 13
3808, 125, 14, 12
3809, 125, 21, 19
3810, 125, 24, 25
3811, 125, 24, 21
3812, 125, 12, 14
3813, 125, 18, 16
3814, 125, 15, 16
3815, 125, 18, 19
3816, 125, 18, 18
3817, 125, 17, 16
3818, 125, 14, 16
3819, 125, 13, 12
3820, 125, 14, 16
3821, 125, 16, 19
3822, 125, 11, 10
3823, 125, 13, 14
3824, 125, 15, 15
3825, 125, 18, 17
3826, 125, 22, 21
3827, 125, 21, 21
3828, 125, 16, 17
3829, 125, 29, 31
3830, 125, 13, 13
3831, 125, 13, 14
3832, 125, 15, 15
3833, 125, 18, 19
3834, 125, 16, 15
3835, 125, 13, 12
3836, 125, 12, 14
3837, 125, 13, 14
3838, 125, 23, 21
3839, 125, 19, 22
3840, 125, 20, 20
3841, 125, 11, 12
3842, 125, 16, 16
3843, 125, 8, 7
3844, 125, 18, 16
3845, 125, 18, 18
3846, 125, 23, 21
3847, 125, 16, 18
3848, 125, 23, 23
3849, 125, 17, 18
3850, 125, 19, 19
3851, 125, 20, 20
3852, 125, 19, 19
3853, 125, 15, 14
3854, 125, 18, 18
3855, 125, 16, 16
3856, 125, 16, 15
3857, 125, 12, 12
3858, 125, 24, 23
3859, 125, 10, 10
3860, 125, 22, 21
3861, 125, 16, 18
3862, 125, 9, 9
3863, 125, 18, 21
3864, 125, 19, 20
3865, 125, 23, 25
3866, 125, 17, 16
3867, 125, 21, 21
3868, 125, 20, 20
3869, 125, 13, 13
3870, 125, 16, 16
3871, 125, 16, 17
3872, 125, 16, 17
3873, 125, 14, 14
3874, 125, 29, 27
3875, 125, 10, 11
3876, 125, 16, 16
3877, 125, 15, 16
3878, 125, 25, 22
3879, 125, 15, 16
3880, 125, 14, 13
3881, 125, 21, 19
3882, 125, 17, 17
3883, 125, 27, 26
3884, 125, 9, 9
3885, 125, 25, 23
3886, 125, 9, 10
3887, 125, 16, 16
3888, 125, 23, 22
3889, 125, 17, 17
3890, 125, 16, 17
3891, 125, 20, 18
3892, 125, 26, 23
3893, 125, 27, 27
3894, 125, 16, 15
3895, 125, 31, 29
3896, 125, 16, 15
3897, 125, 20, 20
3898, 125, 8, 8
3899, 125, 14, 14
3900, 125, 15, 12
3901, 125, 15, 17
3902, 125, 15, 18
3903, 125, 11, 11
3904, 125, 19, 19
3905, 125, 18, 17
3906, 125, 24, 24
3907, 125, 22, 21
3908, 125, 18, 17
3909, 125, 20, 18
3910, 125, 15, 16
3911, 125, 22, 22
3912, 125, 12, 11
3913, 125, 21, 22
3914, 125, 19, 19
3915, 125, 17, 15
3916, 125, 14, 14
3917, 125, 19, 17
3918, 125, 25, 23
3919, 125, 21, 22
3920, 125, 14, 15
3921, 125, 9, 9
3922, 125, 8, 9
3923, 125, 11, 12
3924, 125, 11, 12
3925, 125, 14, 14
3926, 125, 26, 25
3927, 125, 14, 13
3928, 125, 23, 25
3929, 125, 18, 17
3930, 125, 14, 14
3931, 125, 19, 19
3932, 125, 14, 14
3933, 125, 24, 22
3934, 125, 15, 15
3935, 125, 17, 18
3936, 125, 14, 14
3937, 125, 19, 19
3938, 125, 15, 15
3939, 125, 23, 22
3940, 125, 16, 16
3941, 125, 11, 11
3942, 125, 17, 17
3943, 125, 21, 21
3944, 125, 15, 17
3945, 125, 17, 17
3946, 125, 10, 11
3947, 125, 13, 12
3948, 125, 17, 17
3949, 125, 23, 22
3950, 125, 20, 18
3951, 125, 22, 22
3952, 125, 18, 18
3953, 125, 23, 21
3954, 125, 13, 13
3955, 125, 19, 19
3956, 125, 20, 20
3957, 125, 22, 21
3958, 125, 20, 21
3959, 125, 20, 21
3960, 125, 22, 23
3961, 125, 11, 12
3962, 125, 21, 20
3963, 125, 16, 16
3964, 125, 16, 14
3965, 125, 21, 22
3966, 125, 13, 11
3967, 125, 18, 20
3968, 125, 20, 19
3969, 125, 13, 12
3970, 125, 13, 14
3971, 125, 16, 17
3972, 125, 21, 22
3973, 125, 11, 9
3974, 125, 13, 13
3975, 125, 13, 14
3976, 125, 15, 17
3977, 125, 25, 26
3978, 125, 17, 18
3979, 125, 13, 14
3980, 125, 24, 22
3981, 125, 15, 15
3982, 125, 19, 20
3983, 125, 16, 18
3984, 125, 16, 15
3985, 125, 19, 19
3986, 125, 11, 11
3987, 125, 16, 15
3988, 125, 20, 20
3989, 125, 17, 20
3990, 125, 21, 19
3991, 125, 16, 17
3992, 125, 16, 14
3993, 125, 25, 24
3994, 125, 18, 17
3995, 125, 16, 14
3996, 125, 17, 17
3997, 125, 15, 15
3998, 125, 17, 17
3999, 125, 15, 15
4000, 125, 18, 18
